"Session Tuesday 29 September 2026 - 09:00-11:00 - Area 2 - Oral 5 - Voice Quality Aspects of Speech","Paper ID ","Time ","Paper Title ","Presenting Author ","Abstract ","Authors ","CN tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Poster","1188","14:00-16:00","Common Cold Corpus: Health-aware robustness study of modern speaker embeddings under physiological domain shift","Anabell Hacker","This study investigates the impact of the common cold on speech using a new ecologically valid corpus. The Common Cold Corpus comprises paired recordings of 85 German speakers, collected remotely via personal devices during acute upper respiratory tract infections and healthy states. Unlike prior lab-based datasets focussing on severe cases, this corpus captures moderate symptoms in everyday acoustic environments. We evaluate eGeMAPS features against modern speaker embeddings (ECAPA2, TitaNet, ReDimNet). While acoustic analysis reveals consistent downward trends in pitch and harmonics-to-noise ratio when ill, only few features survive alpha-error correction. In contrast, speaker embeddings exhibit significant, directed displacement in the identity space under moderate symptomatology. Results suggest that neural models constitute a valuable, more sensitive addition to prosodic analyses, providing a robust foundation for non-invasive digital biomarkers in realistic settings.","Anabell Hacker(Otto von Guericke University; University Hospital Magdeburg); Ingo Siegert(Otto von Guericke University; University Hospital Magdeburg)","","","","","","","","","","","","","","","","","","",""
"Poster","3099","14:00-16:00","Moot-Court: Training-Free Dialectical Reasoning for Depression Detection","Yuqing Sun","Automated depression screening is critical for alleviating medical resource shortages. While Large Language Models (LLMs) advance risk assessment, current methods rely on costly fine-tuning, risking overfitting. To address these challenges, we propose Moot-Court, a training-free reasoning engine inspired by Group Relative Policy Optimization (GRPO). By integrating clinical transcripts with textualized acoustic features, Moot-Court prompts a frozen LLM to conduct a simulated court debate, executing dialectical reasoning grounded in clinical symptom networks. Furthermore, we introduce Codex, a dynamic, self-evolving experience library updated via a training-free, reward-based feedback algorithm, explicitly constraining the LLM's reasoning trajectory to suppress hallucinations and enforce accuracy. Experiments on DAIC-WOZ show Moot-Court surpasses fine-tuned models, providing a robust, training-efficient solution.","Yuqing Sun(University of Chinese Academy of Sciences); Jian Zhao(University of Chinese Academy of Sciences); Haoxun Li(University of Chinese Academy of Sciences); Leyuan Qu(University of Chinese Academy of Sciences); Taihao Li(University of Chinese Academy of Sciences)","","","","","","","","","","","","","","","","","","",""
"Poster","1394","14:00-16:00","Who is Speaking or Who is Depressed? A Controlled Study of Speaker Leakage in Speech-Based Depression Detection","Hsiang-Chen Yeh","This study investigates whether speech-based depression detection models learn depression-related acoustic biomarkers or instead rely on speaker identity cues. Using the DAIC-WOZ dataset, we propose a data-splitting strategy that controls speaker overlap between training and test sets while keeping the training size constant, and evaluate three models of varying complexity. Results show that speaker overlap significantly boosts performance, whereas accuracy drops sharply on unseen speakers. Even with a Domain-Adversarial Neural Network, a substantial performance gap remains. These findings indicate that depression-related features extracted by current speech models are highly entangled with speaker identity. Conventional evaluation protocols may therefore overestimate generalization and clinical utility, highlighting the need for strictly speaker-independent evaluation.","Hsiang-Chen Yeh(Johns Hopkins University); Luqi Sun(Johns Hopkins University); Aurosweta Mahapatra(Johns Hopkins University); Shreeram Suresh Chandra(Johns Hopkins University); Emily Mower Provost(University of Michigan); Berrak Sisman(Johns Hopkins University)","","","","","","","","","","","","","","","","","","",""
"Poster","773","14:00-16:00","Adapting Self-Supervised Speech Representations for Cross-Lingual Dysarthria Detection in Parkinson's Disease","Abner Hernandez","The limited availability of dysarthric speech data makes cross-lingual detection an important but challenging problem. A key difficulty is that speech representations often encode language-dependent structure that can confound dysarthria detection. We propose a representation-level language shift (LS) that aligns source-language self-supervised speech representations with the target-language distribution using centroid-based vector adaptation estimated from healthy control speech. We evaluate the approach on oral diadochokinesis recordings from Parkinson's disease speech datasets in Czech, German, and Spanish under both cross-lingual and multilingual settings. LS substantially improves sensitivity and F1 in cross-lingual settings, while yielding smaller but consistent gains in multilingual settings. Representation analysis further shows that LS reduces language identity in the embedding space, supporting the interpretation that LS removes language-dependent structure.","Abner Hernandez(Friedrich-Alexander-Universität Erlangen-Nürnberg); Eunjung Yeo(UT Austin); Kwanghee Choi(UT Austin); Chin-Jou Li(CMU); Zhengjun Yue(Shenzhen Loop Area Institute); Rohan Kumar Das(Fortemedia); Jan Rusz(Czech Technical University in Prague); Mathew Magimai Doss(Idiap Research Institute); Juan Rafael Orozco-Arroyave(FAU Erlangen-Nürnberg; Universidad de Antioquia); Tomás Arias-Vergara(FAU Erlangen-Nürnberg; Universidad de Antioquia); Andreas Maier(FAU Erlangen-Nürnberg); Elmar Nöth(FAU Erlangen-Nürnberg); David R. Mortensen(CMU); David Harwath(UTexas Austin); Paula Andrea Perez-Toro(Friedrich-Alexander-Universität Erlangen-Nürnberg; Universidad de Antioquia)","","","","","","","","","","","","","","","","","","",""
"Poster","2587","14:00-16:00","Foundational speech models evaluation on multilingual dementia prediction","Bartłomiej Eljasiak","Dementia is neurological disorder that causes loss of cognitive functions primarily in older adults. Early dementia detection is essential to ensure professional treatment and increase the quality of life of affected people. In this paper, we propose a multilingual approach to the diagnosis of dementia with the use of speech foundational models. We investigate the effectiveness of using acoustic multilingual features for cognitive impairments detection. The work evaluates several popular speech foundational models such as Whisper, WavLM, Hubert, Wav2Vec2 with custom downstream heads. This pipeline is trained in single or multilingual settings and additionally evaluated on unseen languages to test their zero shot capabilities of predicting dementia. This pipeline achieves results of 0.854 F1 score average on combined English datasets and 0.761 F1 score in broader, more challenging multilingual setting.","Bartłomiej Eljasiak(Samsung R&D Institute); Wojciech Szecówka(Samsung R&D Institute; AGH University of Kraków); Piotr Masztalski(Samsung R&D Institute; AGH University of Kraków); Agnieszka Pruszek(Samsung R&D Institute; Koźmiński University); Teresa Brzozka(Samsung R&D Institute); Zofia Marciniak(Samsung R&D Institute); Justyna Krzywdziak(Samsung R&D Institute; AGH University of Kraków); Michał K. Grzeszczyk(Samsung R&D Institute); Łukasz Łazarski(Samsung R&D Institute); Mateusz Matuszewski(Samsung R&D Institute); Daria Hemmerling(Samsung R&D Institute; Harvard Medical School; AGH University of Kraków)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 14:00-16:00 - Area 14 - 3 - Special Session - Safeguarding Synthetic Speech: Ethical, technical and legal perspectives","","","","","","","tbhead2 bg-c5","","","","","","","","","","","","","","","","","",""
"Special Session","2442","14:00-16:00","Who Synthesized This? Joint Deepfake Detection and Generative Source Attribution","Vishal Kumar","We propose a few-shot, open-set framework for joint deepfake detection and generative source attribution. Addressing the rapid evolution of synthetic speech, we introduce a temporal evaluation strategy using the MLAAD v9 dataset, partitioning models by launch year and architectural family. Our model utilizes a WavLM-Large model with targeted LoRA adapters, optimized via-a hierarchical metric learning objective: Conditional AAM Softmax + Center Loss. We simulate real-world forensic deployment by performing prototype-based inference on unseen 2025+ model families, establishing new class centroids with only 12 samples. Evaluated on the ASVspoof 5.0 benchmark, our framework achieves SOTA performance with 0.49% EER and 0.09 minDCF, while attaining 99% accuracy in tracing generated speech to its source. These results demonstrate that hierarchical representation learning and few-shot prototype adaptation provide a robust, scalable defense against the shifting landscape of audio synthesis.","Vishal Kumar(IIIT-Delhi); Vinayak Abrol(IIIT-Delhi); Mathew Magimai Doss(IDIAP Switzerland)","","","","","","","","","","","","","","","","","","",""
"Special Session","1868","14:00-16:00","Towards Digital Preservation of Efik: TTS for a Low-Resource African Language","Offiong Bassey Edet","Efik, a tonal language spoken by about 3 million second language speakers and 1.5 million native speakers in Southeastern Nigeria, remains underrepresented in speech synthesis research. We present the first documented end-to-end text-to-speech study for Efik, introducing a curated single speaker corpus of 2,632 utterances totaling three hours and a comparative evaluation of four neural models (VITS, MMS-TTS, SpeechT5, and Orpheus-TTS) under low resource conditions. Native speakers evaluated the systems using MOS, Nat-MOS, and A-MOS. MMS-TTS achieved the highest MOS of 3.80 ± 0.63 and produced more stable long form speech, though tonal errors persisted. Other models showed greater tonal and prosodic inconsistencies. These results provide a reproducible baseline and highlight the need for larger corpora and tone aware modeling for tonal African languages.","Offiong Bassey Edet(University of Cross River State; ML Collective); Emmanuel Oyo-Ita(University of Cross River State); Archibong Okon Archibong(University of Calabar); David Effanga Bassey(University of Calabar); Mbuotidem Sunday Awak(ML Collective)","","","","","","","","","","","","","","","","","","",""
"Special Session","2379","14:00-16:00","Rethinking Consent Acquisition for Voice Synthesis: from Static to Dynamic Consent","Matilde Nanni","Voice synthesis raises specific ethical challenges by enabling third parties to generate speech in a person's voice without their involvement or control. Existing safeguards focus on consent acquisition, typically through contractual agreements, and attempt to regulate this practice via standard data-processing models of authorisation. However, voices function not only as data but also as markers of personal identity. As a result, one-time authorisation of voice data, which cannot be de-identified, leaves later uses insufficiently regulated and does not prevent identity-based harms to the original voice sources. This paper critically examines two models of contractual consent acquisition, one general and one specific, to show that neither satisfies the requirements for informed consent. As an alternative, the paper proposes dynamic consent, a type of informed consent that has been used in bioethics, as a governance solution better suited for synthetic voices.","Matilde Nanni(University of Inland Norway)","","","","","","","","","","","","","","","","","","",""
"Special Session","124","14:00-16:00","Ethical and Technical Limits of Deepfake Speech Datasets","Vojtěch Staněk","Claims about the robustness and fairness of deepfake speech detectors are only as credible as the datasets used to train and evaluate those systems. We present a dataset-level audit of the deepfake speech landscape. We compile and analyze 39 deepfake speech datasets, examining key attributes including accessibility, documentation, demographic and language coverage, dataset scale, and the underlying bona fide speech sources. Our audit reveals two important takeaways. Firstly, fairness assessment is largely infeasible because most datasets lack demographic metadata, and only a few contain gender or language labels. This prevents any meaningful subgroup analysis and leaves other demographic attributes unaddressed. Secondly, we identify substantial overlap in underlying bona fide source corpora across datasets, which can undermine cross-dataset evaluation and lead to overstated generalization claims.","Vojtěch Staněk(Brno University of Technology); Eva Trnovská(Brno University of Technology); Kamil Malinka(Brno University of Technology); Anton Firc(Brno University of Technology)","","","","","","","","","","","","","","","","","","",""
"Special Session","210","14:00-16:00","AI Regulation and the Technical Language of Speech Synthesis","Jennifer Williams","Speech synthesis has garnered increasing interest with global efforts to regulate artificial intelligence (AI), including deepfakes. Policymakers must draft careful wording to prevent societal harm and identify responsible parties. Legal AI provisions must be accurate, especially when instructing responsible parties to act, as seen in the transparency obligations across current AI regulations worldwide. But AI and generative AI are broad terms, and analogies from image and video domains do not translate well to speech. Current AI policy focussing on speech synthesis outputs overlooks portable models and complex workflows wherein speaker embeddings that encode voice identity can be developed independently and later repurposed. This paper traces the convergence of text-to-speech, voice conversion, speaker verification, and speech recognition, highlighting where legal definitions may fail to capture the technical components that enable voice cloning.","Jennifer Williams(University of Southampton)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 14:00-16:00 - Area 14 - 8 - Special Session - Indigenous Voices in Speech Science and Technology","","","","","","","tbhead2 bg-c5","","","","","","","","","","","","","","","","","",""
"Special Session","2905","14:00-16:00","Tone-Conditioned Curriculum Learning for Low-Resource Bantu Speech Recognition","Vukosi Marivate","Southern Bantu languages are spoken by over 80 million people, yet current foundation ASR models still produce zero-shot WER above 100%, which limits practical use in education and public services. We addressed this gap with a tone conditioned curriculum framework for 6 Southern Bantu languages that combined hybrid difficulty scoring, gated adapters driven by tonal statistics and staged curriculum training. We trained on a community corpus and tested transfer to NCHLT to measure robustness beyond matched evaluation. Results revealed clear interactions between architecture and language, with W2V-BERT outperforming Whisper on Nguni languages by 3 to 4 WER points whilst Whisper performed better on Sotho-Tswana languages. W2V-BERT with tone conditioning reached 28.41% average WER across datasets and 23.79% on Xitsonga transfer. No single model suited all 6 languages, so deployment should pair model selection per language with validation across corpora.","Kesego Mokgosi(Technological University Dublin); Vukosi Marivate(University of Pretoria; Lelapa AI); Sitwala Mundia(University of Pretoria); Unarine Netshifhefhe(University of Pretoria); Tsholofelo Mogale(University of Pretoria); Thapelo Sindane(University of Pretoria)","","","","","","","","","","","","","","","","","","",""
"Special Session","1837","14:00-16:00","Which Languages Transfer Best to Warlpiri? A Similarity-Based Study for Low-Resource ASR","Pravina Mylvaganam","This paper investigates how language similarity can improve cross-lingual transfer for automatic speech recognition (ASR) in extremely low-resource settings. Warlpiri, an Australian Aboriginal language, has very limited transcribed speech data, making transfer learning essential. We propose a framework combining acoustic similarity from pre-trained speech models with linguistic similarity based on typology, phoneme inventories, grammatical, and syntactic features to rank high-resource source languages and evaluate their effectiveness for ASR transfer to Warlpiri. Experiments with Whisper show that acoustically and typologically similar languages outperform monolingual and multilingual baselines. Assamese and Hindi achieve substantial reductions in word and character error rates. Correlation analysis further indicates that acoustic similarity is the strongest predictor of fine-tuning performance, while phoneme inventory and typological similarity better explain zero-shot transfer.","Pravina Mylvaganam(University of New South Wales); Eliathamby Ambikairajah(University of New South Wales); Ting Dang(University of Melbourne); Vidhyasaharan Sethu(University of New South Wales); Tuende Szalay(University of Sydney)","","","","","","","","","","","","","","","","","","",""
"Special Session","2489","14:00-16:00","From Academic Tool to Community Infrastructure: A Call for Indigenous Partnership in Speech Data Governance","Kaveri K. Sheth","We present ELSI (ExELang Legacy Support Interface), a governance platform for managing sensitive child-centered audio datasets that includes recordings from 10 indigenous language communities across multiple continents. While ELSI was designed to balance open science with participant privacy, we identify a fundamental gap: custodianship concentrates control in the hands of European academic researchers, with no formal plan for indigenous communities to govern their own data. We describe the platform, map its current model against CARE and OCAP principles, and issue a concrete call for indigenous community partners to co-design a framework for identifying legitimate community custodians and implementing an enforceable access and control layer. We commit to the architectural and governance changes needed to make this real, and describe what meaningful co-design would look like in practice.","Kaveri K. Sheth(PSL University); Sebastien Christian(UPF, CNRS)","","","","","","","","","","","","","","","","","","",""
"Special Session","1443","14:00-16:00","Indigenising Speech Technology: Building a TTS Model for te Reo Māori","Gianna Leoni","This paper introduces an Indigenous-led approach for creating a high-quality text-to-speech (TTS) model for the Māori language (the Indigenous language of Aotearoa, New Zealand). The paper focuses on data curation, collection, and quality assurance, and the decisions made throughout that process, as examples of how this process could be replicated for other Indigenous, endangered, or minority languages. Despite the common assumption that the more data a model has, the better it will perform, this study demonstrates that meticulous attention to detail produces high-quality data and better results for Indigenous languages.","Gianna Leoni(Te Hiku Media); Peter-Lucas Jones(Te Hiku Media); Tūreiti Keith(Te Hiku Media); Suzanne Duncan(Te Hiku Media)","","","","","","","","","","","","","","","","","","",""
"Special Session","1595","14:00-16:00","‘I have to talk proper white ways’: Australian Aboriginal English Speakers’ Experiences with Voice Technologies","Celeste Rodríguez Louro","This article reports on a qualitative study investigating experiences of Indigenous people in Australia with voice technologies. Many Indigenous people in Australia speak Australian Aboriginal English, a variety which emerged as a result of forced contact between Indigenous communities and English speakers. It is widely used, yet is poorly supported by language technologies. Through Indigenous-led in-depth interviews, this research explores user experiences, attitudes, responses, and challenges encountered while interacting with various speech-enabled devices and applications using Australian Aboriginal English. We find that Indigenous users of ASR-powered technologies report poor experiences with the technologies, which they see as working better for non-Indigenous people. They report switching to speak like white people to get better ASR performance. Our findings reveal significant pressure to speak 'white way' when interacting with technology.","Celeste Rodríguez Louro(University of Western Australia); Glenys Dale Collard(University of Western Australia); Hope Narrier(University of Western Australia); Katrina Cox(University of Western Australia); Lily Hayward(University of Western Australia); Daniel Colbung(University of Western Australia); Ben Hutchinson(Google Australia)","","","","","","","","","","","","","","","","","","",""
"Special Session","2497","14:00-16:00","Two-stage semi-supervised learning with pseudo-labels: A case study on Northern Sámi ASR","Priyanshi Pal","While Self-Supervised Learning (SSL) has advanced Automatic Speech Recognition (ASR), limited labeled data remains a bottleneck for under-resourced languages, and smaller, parameter-efficient models underperform larger counterparts given equal supervised data. We explore semi-supervised learning with SSL models for Northern Sámi, an under-resourced agglutinative language. We compare two approaches: (i) all pseudo-labels generated by a teacher model and (ii) a subset from WER-based multi-teacher agreement. We show that a larger teacher improves out-of-domain generalization of a smaller model by 3.8-33.3% relative CER with no additional labeled data. With comparable data volume, the student benefits as much from pseudo-labels as from human-labeled data. For combining human and pseudo-labeled data, two-stage fine-tuning outperforms single-step mixed training. Overall, we show that lightweight models can approach larger models' performance even after a single pseudo-labeling iteration.","Priyanshi Pal(Aalto University; Instituto Superior Técnico); Yaroslav Getman(Aalto University); Kristiina Ojala(Aalto University); Tamás Grósz(South East Technological University); Mikko Kurimo(Aalto University)","","","","","","","","","","","","","","","","","","",""
"Special Session","1432","14:00-16:00","Pashto Common Voice: Building the First Open Speech Corpus for a 60-Million-Speaker Low-Resource Language","Hanif Rahman","We present the Pashto Common Voice corpus — the first large-scale, openly licensed speech resource for Pashto, a language with over 60 million native speakers largely absent from open speech technology. Through a community effort spanning 2022-2025, the corpus grew from 1.5 hours and 5 contributors to 147 total hours and 1,483 unique speakers across ten Mozilla Common Voice releases (CV14-CV23). Speaker participation increased approximately 108-fold between CV17 and CV18, coinciding with a VOA Pashto broadcast campaign. We describe the full methodology: interface localisation, Wikipedia-based sentence extraction with automated filtering, phonemically targeted contributions for the four most frequently dropped Pashto characters, and multi-channel community outreach. MCV23 contains 107,781 clips (60,337 validated; 82.33 validated hours) across 13 content domains. Fine-tuning Whisper Base on the MCV20 yields 13.4% WER on the MCV20 test split, against the published Whisper Base zero-shot WER of 99.0% on Pashto.","Hanif Rahman(Pashto DAO); Shafeeq ur Rehman(Pashto DAO)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 14:00-16:00 - Show And Tell 1 - Speech and Language Learning Technologies","","","","","","","tbhead2 bg-c6","","","","","","","","","","","","","","","","","",""
"Show and tell","3570","14:00-16:00","Amadea: An AI Companion for Pitch-Aware Spoken Language Practice","Mrigendra Agrawal","We present Amadea: an interactive speech learning platform for pitch-sensitive languages, including pitch accent languages such as Japanese and lexical tonal languages such as Mandarin. The system pairs an AI companion interface with real-time pronunciation feedback. When a learner speaks, the system transcribes the input and generates a native reference equivalent audio of the phrase. The system aligns the two audio files and compares their normalised fundamental-frequency (F0) contours to produce a pitch-pattern score. A graph visualising any pitch divergence throughout the phrase is then presented to the user. Amadea supports structured lessons as well as open-ended companion dialogue, with real-time feedback on both.","Mrigendra Agrawal(The University of Queensland; Amadea); Ryan Tsui(Amadea; University of Edinburgh); Kyaw Maung Maung Tet Toe(Amadea)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3575","14:00-16:00","Real-Time CARFAC/SAI-derived Pitchogram for Seeing and Correcting Pronunciation in Mandarin Chinese Tones","Yuka Maruyama","We present a Computer-Assisted Pronunciation Training (CAPT) system that incorporates a CARFAC (Cascade of Asymmetric Resonators with Fast-Acting Compression) and SAI (Stabilised Auditory Image)-derived pitchogram as an alternative to conventional spectrogram-based visualisation, which often fails to clearly represent temporal fine structure. The system features a dual-screen interface that provides real-time pitchogram feedback alongside reference pitchograms generated using Google Text-to-Speech. This design enables learners to perceive and produce the four Mandarin tones by comparing their speech with reference patterns. Our approach highlights the potential of pitchogram-based visualisation to support intuitive, real-time pronunciation practice for second language (L2) learners.","Yuka Maruyama(University of New South Wales); Jason Orlosky(Augusta University); Chris Lee(Georgia Institute of Technology); Flora Salim(University of New South Wales); Thad Starner(Georgia Institute Technology); Benjamin Tag(University of New South Wales)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3581","14:00-16:00","AURORA: A Web-based Authoring System for Bridging Aural-Oral Language Training and Communicative Practice","Nobuaki Minematsu","AURORA is a web-based authoring system for designing and deploying aural-oral training and communicative practice. For aural training, shadowing and its variants were implemented, and listening disfluency (LD) was measured and visualized. For oral training, imitative overlapping and its variants were used to quantify pronunciation deviations (PD) in learners' speech. For communicative practice, learners engaged in task-based oral conversations with ChatGPT, followed by prompt-based automatic assessment. With AURORA, two-month, inter-semester courseware was provided, where learners practiced for about 30 minutes per day to improve their listening, speaking, and communicative skills. This courseware supported university students during the transition to English-medium instruction, as more courses are offered in English. Training outcomes were evaluated objectively using LD and PD and subjectively through questionnaires. A tutorial workshop on AURORA was held for teachers in February.","Nobuaki Minematsu(The University of Tokyo)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3591","14:00-16:00","VoxKit: Desktop Phone Alignment and Goodness of Pronunciation Analysis","Nina R Benway","VoxKit is an extensible desktop workbench that addresses a gap in available tools: no desktop application integrates forced alignment and goodness of pronunciation analysis in a single pipeline, creating a barrier to adoption for speech researchers working with clinical populations. With VoxKit, researchers can register datasets, select and train alignment engines, generate and compare alignments, and compute phone-level goodness of pronunciation scores within a single interface.","Nina R Benway(University of Maryland - College Park); Beckett Frey(University of Wisconsin - Madison); Tristan Mahr(University of Wisconsin - Madison); Michael McAuliffe(University of Wisconsin - Madison); Prad Kadambi(Arizona State University); Visar Berisha(Arizona State University); Katherine Hustad(University of Wisconsin - Madison)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3594","14:00-16:00","AdaptLingo: A Speech-to-Speech English Practice System with Fluency-Adaptive Responses","Zackary Rackauckas","We demonstrate AdaptLingo, an open-source, speech-to-speech English conversational agent for second-language learners. Beginners may be overwhelmed by many static language learning systems, which use complex language and fast speech, while advanced learners may disengage from simplified dialogue. AdaptLingo addresses this problem by predicting a learner's spoken fluency from temporal acoustic features, constraining responses to the learner's EIKEN-aligned vocabulary level, and adapting text-to-speech rate. In demonstration, users speak to the chatbot and receive spoken responses adapted to beginner, intermediate, or advanced fluency. Preliminary evaluation shows fluency classification works well on labeled data but remains challenging on noisy user-study speech, and user feedback suggests that adaptive spoken practice is promising when matched to learner background and conversational goals.","Zackary Rackauckas(Columbia University)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3595","14:00-16:00","lisero: An interactive practice app for learning Romanian Sign Language","Anisia Popescu","Romanian Sign Language (LSR) was officially recognized in 2020, yet it remains severely under-resourced and insufficiently supported in educational contexts, including special education. Accessible and interactive learning tools are limited. We present, lisero, a freely accessible mobile app designed to support learning LSR through structured lessons and interactive exercises. Originally developed to support infant-caregiver interactions and support bimodal bilingualism, the app has been extended to cover general LSR learning scenarios. lisero features lesson-based content, practice exercises, and a growing sign dictionary. Gamification elements, as well as options to save and share signs, aim to enhance user engagement and community participation. The system is designed for both hearing users and deaf and hard-of hearing learners.","Anisia Popescu(Université Paris 8; Fundatia CODA); Serban Din(Solid Technologies; Fundatia CODA); Marinela Axinte(Universitatea Babeş-Bolyai; Fundatia CODA)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3598","14:00-16:00","SayCheck: Gamified Speech Practice and Attribute-Based Speech Analysis for Children","Mostafa Shahin","This paper presents SayCheck, an AI-powered speech therapy platform designed to support children's speech practice through engaging gameplay and automated speech analysis. The platform combines two integrated components: Say Bananas, a Mario-style speech therapy game that motivates home practice, and PhoneAid, an automatic speech analysis system that evaluates children's speech productions at both the phoneme and phonological attribute levels. The system enables therapists and caregivers to configure targeted speech exercises while providing detailed diagnostic feedback about pronunciation performance. PhoneAid extends traditional phoneme-level assessment by analysing articulatory and phonological speech attributes, allowing more informative feedback about how speech sounds differ from target productions. A demonstration of the system highlights the workflow from gameplay-based speech elicitation to detailed automatic speech assessment and summary reporting.","Mostafa Shahin(University of New South Wales); Kirrie Ballard(University of Sydney); Beena Ahmed(University of New South Wales)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3599","14:00-16:00","A Speech-First Character Interface for Stylized Japanese Dialogue Practice","Zackary Rackauckas","We present Jouzu, a mobile Show &amp; Tell demonstration of expressive persona-conditioned spoken interaction for Japanese language practice. In Jouzu, attendees choose a fictional character, type or speak a prompt, hear a character-specific Style-BERT-VITS2 voice response, compare how multiple personas realize the same utterance through wording, register, and speech, and tap unfamiliar Japanese words for in-place reading support. The demo foregrounds speech as the primary medium for experiencing persona, affect, and learner feedback, rather than treating audio as an add-on to a text chatbot. This paper describes the runnable interaction loop, persona-conditioned generation, expressive TTS pipeline, speech-input path, comparison mode, and booth workflow that combine LLM dialogue, character voice synthesis, and vocabulary scaffolding in a live Japanese-practice system.","Zackary Rackauckas(RoleGaku)","","","","","","","","","","","","","","","","","","",""
"Show and tell","3608","14:00-16:00","CodeVaani: A Multilingual, Voice-Based Code Learning Assistant","Jayant Havare","Programming education often assumes English proficiency and text-based interaction, creating barriers for students in non-English speaking countries like India. We present CodeVaani, a multilingual voice-enabled code assistant built into IIT Bombay’s Learning Management System, helping learners explore programming concepts in their native languages. The system integrates Indic ASR, a code-aware transcription refinement, and a code model to generate responses in both text and audio. In a study with 28 beginner programmers, over 89% rated the experience as fair or above. CodeVaani offers on-demand, scalable, multilingual support, lowering the entry barrier for students with limited English proficiency and demonstrating how voice-based AI can make programming education more inclusive. Supplementary artefacts and demo video are available.","Jayant Havare(Indian Institute of Technology Bombay); Srikanth Tamilselvam(IBM Research India); Ashish Mittal(Google DeepMind India); Shalaka Thorat(Indian Institute of Technology Bombay); Soham Jadia(Indian Institute of Technology Bombay); Varsha Apte(Indian Institute of Technology Bombay); Ganesh Ramakrishnan(Indian Institute of Technology Bombay)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 16:30-18:30 - Area 2 - Oral 2 - Prominence, Stress and Focus","","","","","","","tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Oral","250","16:30-16:50","Auditory Contrast Network for Text-Free Prominence Detection","Kosuke Shimizu","We introduce the Auditory Contrast Network (ACN), a model with up to 238 trainable parameters that encodes three psychoacoustic principles - pairwise contrast, cue independence, and forward dominance - into an interpretable detector of word-level perceived prominence. Using only three acoustic features and no text, ACN achieves r = 0.412 on cross-corpus transfer (Helsinki Prosody → Emphases), matching a frozen 94.6M-parameter wav2vec2 baseline (r = 0.409) at 120× lower latency; adding text features raises r to 0.451. The learned weights suggest forward-dominant context use (over 96% preceding across all cues), strict locality (±1 word), and the cue hierarchy duration &gt; energy &gt; spectral ≫ F0, consistent with established findings while preserving a direct architectural readout. The acoustic-only result makes ACN suitable for on-device applications where text is unavailable, such as hearing aids and real-time pronunciation monitoring.","Kosuke Shimizu(University of Tsukuba); Keiichi Zempo(University of Tsukuba)","","","","","","","","","","","","","","","","","","",""
"Oral","255","16:50-17:10","F0 realization of prosodic focus across adulthood in Jianghuai Mandarin","Xinxian Zhao","This study examined age-related variation in the F0 realization of prosodic focus across adulthood in Jianghuai Mandarin. A focus production task was conducted with young, middle-aged, and older adult speakers, who produced sentences with neutral focus and three types of narrow focus. The results show that Jianghuai Mandarin exhibits the canonical tri-zone F0 pattern, reflected in both mean F0 and F0 excursion, and that this global pattern is largely preserved across age groups. However, fine-grained F0 adjustments, i.e., the contrast between narrow and neutral focus, show age-related variation. In particular, older speakers demonstrate greater post-focus compression in mean F0 compared with young and middle-aged speakers. These findings indicate that prosodic focus across adulthood is characterized by stable global F0 patterning but age-sensitive fine-grained F0 adjustment.","Xinxian Zhao(Shanghai Jiao Tong University); Xiaohu Yang(Tongji University)","","","","","","","","","","","","","","","","","","",""
"Oral","660","17:10-17:30","Prosodic Realization of Focus in Yi-Mandarin Bilingual Speakers: On-Focus Expansion without Post-Focus Compression","Ziyu Zhang","Post-focus compression (PFC) is absent in Yi (Nuosu), a Tibeto-Burman tone language, but present in Beijing Mandarin. We examined whether Yi-Mandarin bilingual speakers produce PFC in L2 Mandarin, using delta-F0 and intensity as primary measures and duration as a secondary measure, across initial, medial, and final focus conditions. Yi speakers produced on-focus F0 expansion fully comparable to Beijing controls, yet showed no post-focus compression across all conditions in both F0 and intensity. Individual variation in Mandarin language background did not predict post-focus F0 among Yi speakers. These results demonstrate a complete dissociation between intact on-focus expansion and absent post-focus compression, suggesting that when the L1 entirely lacks PFC, the mechanism may be suppressed in L2 production even under prolonged bilingual contact-consistent with the view that on-focus expansion and post-focus compression constitute functionally independent prosodic modules with distinct acquisition trajectories.","Ziyu Zhang(Flinders University); Chenyu Li(Johns Hopkins University)","","","","","","","","","","","","","","","","","","",""
